"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Aceder ao componente Notifications (Interação) no Vaadin Sampler","2913","accessInteractionComponent()","","Fri Dec 05 11:46:31 WET 2025","passed","Fri Dec 05 11:46:34 WET 2025","","sampler5.SamplerPageTest","sampler5.SamplerPageTest","accessInteractionComponent"
